pedido_id;data;produto;categoria;quantidade;valor_unitario;canal
P10785;6/5/2026;Bermuda tactel;vestuario;2;69.90;marketplace
P10786;17/02/2026;Boné aba reta;  acessorios ;3;59.90;loja
P10787;22/02/2026;Camiseta básica
P10788;10/04/2026;Chinelo slide;calcados;4;39.90;marketplace
P10789;27/5/2026;Óculos de sol;acessorios;1;149.00;loja
P10790;20-05-26;Boné aba reta;acessorios;5;59,90;site
P10791;20/3/2026;Jaqueta corta-vento;VESTUARIO;2;219.90;marketplace
P10792;20/06/2026;Boné aba reta;acessorios;2;59,90;marketplace
P10793;12-05-26;Calça jeans;vestuario;3;129,90;site
P10794;18/01/2026;Bermuda tactel;VESTUARIO;4;R$ 69,90;marketplace
P10795;03-03-26;CAMISETA BÁSICA;vestuario;4;49.90;site
P10796;13-06-26;Calça jeans;vestuario;1;R$ 129,90;loja
P10797;9/5/2026;Boné aba reta;acessorios;3;59,90;loja
P10798;2026-02-02;Mochila urbana;acessorios;4;189.00;site
P10799;10/03/2026;Chinelo slide;calcados;4;39,90;site
P10800;20/1/2026;Chinelo slide;calcados;5;39.90;site
P10801;09-01-26;Tênis corrida;  calcados ;5;R$ 299,00;marketplace
P10802;2026-02-15;ÓCULOS DE SOL;acessorios;2;149,00;loja
P10803;2026-04-25;Chinelo slide;calcados;4;39,90;loja
P10804;3/5/2026;Tênis corrida;calcados;1;R$ 299,00;marketplace
P10805;11/5/2026;CALÇA JEANS;vestuario;4;129,90;site
P10806;2026-01-09;Boné aba reta;acessorios;4;59,90;site
P10807;12-05-26;Tênis corrida;calcados;2;299,00;loja
P10808;15/6/2026;Meia kit 3;vestuario;2;R$ 24,50;site
P10809;21/01/2026;Jaqueta corta-vento;  vestuario ;2;219,90;site
P10810;3/3/2026;Chinelo slide;calcados;2;39.90;marketplace
P10811;23/01/2026;Chinelo slide
P10812;25/05/2026;Meia kit 3;vestuario;1;24,50;site
P10813;12/06/2026;Boné aba reta;acessorios;1;R$ 59,90;site
P10814;19/01/2026;Jaqueta corta-vento;vestuario;3;219,90;marketplace
P10815;11/03/2026;Tênis corrida;calcados;3;299.00;marketplace
P10816;20/01/2026;Chinelo slide;calcados;3;39.90;loja
P10817;14-06-26;Meia kit 3;vestuario;2;R$ 24,50;loja
P10818;4/4/2026;Jaqueta corta-vento;vestuario;2;219,90;site
P10819;11/04/2026;MEIA KIT 3;vestuario;1;24.50;site
P10820;2026-02-18;Tênis corrida;calcados;4;299,00;marketplace
P10821;21/01/2026;Boné aba reta;acessorios;4;59,90;site
P10822;04/03/2026;Tênis corrida;  calcados ;1;R$ 299,00;marketplace
P10823;17-04-26;CHINELO SLIDE;  calcados ;5;R$ 39,90;marketplace
P10824;20-04-26;Chinelo slide;CALCADOS;3;39.90;site
P10825;2026-04-02;Bermuda tactel;vestuario;1;69.90;loja
P10826;2026-03-21;Mochila urbana;acessorios;4;189,00;loja
P10827;14/04/2026;Meia kit 3;vestuario;4;24.50;marketplace
P10828;20/5/2026;Mochila urbana;acessorios;1;189,00;marketplace
P10829;03/04/2026;Bermuda tactel;vestuario;5;69,90;loja
P10830;6/5/2026;Camiseta básica;vestuario;2;R$ 49,90;site
P10831;07-03-26;Jaqueta corta-vento;  vestuario ;4;219,90;loja
P10832;26-03-26;Mochila urbana;acessorios;1;R$ 189,00;marketplace
P10833;2026-05-04;Boné aba reta;acessorios;1;59,90;marketplace
P10834;09/03/2026;Boné aba reta;acessorios;5;59,90;loja
P10835;15/03/2026;Boné aba reta;acessorios;1;59,90;loja
P10836;2026-01-07;Óculos de sol;acessorios;3;149,00;loja
P10837;15/03/2026;Boné aba reta;acessorios;3;59.90;loja
P10838;14/05/2026;Óculos de sol;acessorios;1;149.00;marketplace
P10839;08/02/2026;Jaqueta corta-vento;vestuario;4;219.90;marketplace
P10840;09-05-26;Calça jeans;  vestuario ;5;R$ 129,90;marketplace
P10841;5/4/2026;Chinelo slide;calcados;5;39.90;marketplace
P10842;23/5/2026;Meia kit 3;vestuario;4;24,50;marketplace
P10843;17/05/2026;Boné aba reta;acessorios;4;R$ 59,90;loja
P10844;2026-06-17;Jaqueta corta-vento;vestuario;3;219,90;site
P10845;07/03/2026;Tênis corrida;calcados;5;299.00;loja
P10846;10/01/2026;Tênis corrida;  calcados ;2;299,00;loja
P10847;19/5/2026;Camiseta básica;vestuario;4;R$ 49,90;marketplace
P10848;05-01-26;Chinelo slide;  calcados ;1;R$ 39,90;loja
P10849;18/04/2026;Meia kit 3;  vestuario ;1;24,50;loja
P10850;27-03-26;Jaqueta corta-vento;vestuario;2;219.90;marketplace
P10851;2026-06-01;Boné aba reta;acessorios;1;R$ 59,90;marketplace
P10852;2026-01-19;Óculos de sol;  acessorios ;4;149,00;loja
P10853;2026-06-22;Boné aba reta;acessorios;2;59,90;site
P10854;03/02/2026;Jaqueta corta-vento
P10855;2026-04-18;Camiseta básica;vestuario;4;49.90;site
P10856;15/06/2026;Jaqueta corta-vento;VESTUARIO;1;219,90;marketplace
P10857;2026-06-16;TÊNIS CORRIDA;calcados;1;299.00;site
P10858;2026-05-13;Bermuda tactel;vestuario;5;69.90;site
P10859;07-03-26;Chinelo slide;calcados;1;39,90;site
P10860;12/6/2026;Bermuda tactel;vestuario;4;R$ 69,90;site
P10861;2026-05-14;Jaqueta corta-vento;vestuario;5;219,90;loja
P10862;12-04-26;CHINELO SLIDE;calcados;5;39,90;loja
P10863;26-02-26;Meia kit 3;vestuario;4;24,50;site
P10864;2026-03-17;Óculos de sol;acessorios;4;R$ 149,00;site
P10865;27/2/2026;Chinelo slide;calcados;1;39,90;loja
P10866;10-06-26;Tênis corrida;CALCADOS;1;299,00;loja
P10867;03-04-26;Tênis corrida;CALCADOS;2;299.00;loja
P10868;2026-02-01;Chinelo slide;calcados;4;39,90;loja
P10869;2026-01-11;Mochila urbana;acessorios;1;189,00;loja
P10870;2026-04-06;Óculos de sol;acessorios;5;149,00;marketplace
P10871;2026-06-22;Chinelo slide;CALCADOS;4;R$ 39,90;marketplace
P10872;2026-05-26;Óculos de sol;acessorios;4;149.00;loja
P10873;22/6/2026;Bermuda tactel;vestuario;2;69.90;loja
P10874;2026-03-06;Mochila urbana;acessorios;1;ERRO_IMPORT;marketplace
P10875;2026-03-02;Jaqueta corta-vento;  vestuario ;2;219.90;site
P10876;2026-06-14;Bermuda tactel;vestuario;2;R$ 69,90;site
P10877;22-06-26;ÓCULOS DE SOL;ACESSORIOS;2;R$ 149,00;site
P10878;2026-01-06;Tênis corrida;calcados;2;299.00;site
P10193;23/04/2026;Tênis corrida;calcados;4;299.00;loja
P10879;10-01-26;Calça jeans;vestuario;3;129,90;site
P10880;2026-01-07;Meia kit 3;vestuario;2;R$ 24,50;loja
P10881;25/01/2026;Jaqueta corta-vento;vestuario;4;R$ 219,90;marketplace
P10882;16/01/2026;Bermuda tactel;  vestuario ;3;69.90;site
P10883;07/05/2026;Tênis corrida
P10884;09/06/2026;Chinelo slide;calcados;5;39,90;marketplace
P10885;14/05/2026;Meia kit 3
P10886;2026-02-11;MEIA KIT 3;VESTUARIO;3;24.50;site
P10887;25-01-26;Calça jeans;VESTUARIO;2;R$ 129,90;marketplace
P10888;2026-02-05;Calça jeans;vestuario;5;129,90;marketplace
P10889;02/01/2026;Boné aba reta;acessorios;3;59,90;marketplace
P10890;28/03/2026;TÊNIS CORRIDA;calcados;1;299.00;marketplace
P10891;16/5/2026;Meia kit 3;vestuario;3;24,50;site
P10892;04/02/2026;Tênis corrida;calcados;1;R$ 299,00;loja
P10893;28-01-26;Bermuda tactel;vestuario;2;R$ 69,90;marketplace
P10894;10/4/2026;Meia kit 3;vestuario;2;24.50;loja
P10895;25/05/2026;Camiseta básica;vestuario;2;49,90;loja
P10896;7/1/2026;Bermuda tactel;vestuario;4;R$ 69,90;loja
P10897;17/6/2026;Chinelo slide;calcados;4;39.90;loja
P10898;05-01-26;Jaqueta corta-vento;  vestuario ;4;219.90;site
P10899;12/04/2026;Boné aba reta;acessorios;1;59,90;loja
P10900;15-02-26;CAMISETA BÁSICA;  vestuario ;3;49,90;site
P10901;03-02-26;Bermuda tactel;vestuario;2;R$ 69,90;site
P10902;9/1/2026;Óculos de sol;acessorios;5;149,00;site
P10903;18-02-26;Chinelo slide;calcados;1;39,90;site
P10904;12/02/2026;Mochila urbana;acessorios;5;R$ 189,00;loja
P10905;7/1/2026;Óculos de sol;acessorios;4;149,00;marketplace
P10906;2026-01-23;Tênis corrida;calcados;1;299,00;marketplace
P10907;2026-03-08;Jaqueta corta-vento;vestuario;4;219,90;marketplace
P10908;2026-04-16;Bermuda tactel;vestuario;5;R$ 69,90;loja
P10909;15/03/2026;Meia kit 3;vestuario;5;24,50;marketplace
P10910;25-01-26;Meia kit 3;  vestuario ;3;24,50;loja
P10911;14/4/2026;Camiseta básica;vestuario;2;49.90;site
P10912;04-05-26;Tênis corrida;CALCADOS;4;299,00;loja
P10913;28/03/2026;Chinelo slide;calcados;2;39,90;marketplace
P10914;15-01-26;Chinelo slide;calcados;5;39,90;site
P10915;26/1/2026;Calça jeans;vestuario;1;129,90;loja
P10916;06/05/2026;Calça jeans;vestuario;3;R$ 129,90;marketplace
P10917;2026-01-28;Tênis corrida;CALCADOS;5;R$ 299,00;loja
P10918;24-02-26;Boné aba reta;  acessorios ;2;59,90;loja
P10919;2026-01-19;Óculos de sol;acessorios;3;R$ 149,00;loja
P10920;19/4/2026;Chinelo slide;calcados;5;39,90;loja
P10921;13/3/2026;Meia kit 3;vestuario;4;24,50;site
P10922;18/04/2026;Jaqueta corta-vento;vestuario;2;219,90;marketplace
P10923;20/3/2026;CHINELO SLIDE;calcados;5;39,90;loja
P10924;10/5/2026;Meia kit 3;vestuario;3;R$ 24,50;site
P10925;24/01/2026;Bermuda tactel;vestuario;1;R$ 69,90;marketplace
P10926;6/3/2026;Calça jeans;vestuario;2;129,90;site
P10927;22-06-26;Chinelo slide;calcados;1;39.90;site
P10928;2026-01-14;Mochila urbana;ACESSORIOS;2;189,00;site
P10929;6/4/2026;Tênis corrida;calcados;4;299,00;loja
P10930;02-05-26;Chinelo slide;calcados;5;39,90;loja
P10931;24-05-26;Calça jeans;vestuario;5;R$ 129,90;loja
P10932;14/4/2026;Óculos de sol;acessorios;1;149,00;loja
P10933;21-02-26;Bermuda tactel;VESTUARIO;3;69,90;marketplace
P10934;21-01-26;Óculos de sol;acessorios;5;149.00;loja
P10935;15/01/2026;Meia kit 3;VESTUARIO;3;24.50;site
P10936;21/4/2026;Tênis corrida;calcados;5;R$ 299,00;loja
P10937;25/2/2026;Camiseta básica;vestuario;4;49.90;site
P10938;11/6/2026;Chinelo slide;  calcados ;1;39,90;marketplace
P10939;13/6/2026;Óculos de sol;ACESSORIOS;2;149,00;marketplace
P10491;09/01/2026;Calça jeans;vestuario;2;129,90;marketplace
P10940;09-03-26;Óculos de sol;  acessorios ;4;R$ 149,00;site
P10941;24/04/2026;Chinelo slide;  calcados ;4;39,90;marketplace
P10942;8/5/2026;Chinelo slide;CALCADOS;5;39.90;loja

P10943;06/02/2026;Óculos de sol;acessorios;2;149,00;site
P10944;7/4/2026;Camiseta básica;vestuario;4;49,90;loja
P10945;11-05-26;Tênis corrida;CALCADOS;3;R$ 299,00;site
P10946;19/06/2026;JAQUETA CORTA-VENTO;VESTUARIO;3;219.90;site
P10947;13/1/2026;Camiseta básica;VESTUARIO;4;49,90;loja
P10948;22/01/2026;Meia kit 3;vestuario;2;24,50;marketplace
P10949;7/1/2026;Tênis corrida;calcados;5;299,00;marketplace
P10950;2026-03-03;Boné aba reta;  acessorios ;1;59.90;marketplace
P10951;2026-02-28;Boné aba reta;acessorios;5;59,90;marketplace
P10952;2026-01-12;Tênis corrida;CALCADOS;2;299.00;marketplace
P10953;10-01-26;Camiseta básica;vestuario;3;49,90;site
P10954;23/01/2026;Bermuda tactel;vestuario;5;R$ 69,90;marketplace
P10955;2026-06-26;Boné aba reta;acessorios;3;59.90;loja
P10956;2026-06-16;Mochila urbana;acessorios;4;189.00;marketplace
P10957;1/4/2026;Tênis corrida;calcados;2;299,00;marketplace
P10958;26/6/2026;TÊNIS CORRIDA;calcados;5;R$ 299,00;loja
P10959;23/04/2026;Bermuda tactel;vestuario;4;69.90;loja
P10960;20/1/2026;Tênis corrida;  calcados ;5;299,00;marketplace
P10961;2026-04-19;Bermuda tactel;vestuario;2;69,90;loja
P10962;2026-03-17;Chinelo slide;calcados;4;39,90;marketplace
P10963;17/04/2026;Camiseta básica;vestuario;5;49,90;loja
P10964;04-01-26;Meia kit 3;vestuario;4;24,50;site
P10965;2026-04-17;Chinelo slide;calcados;5;39,90;loja
P10966;01-06-26;Tênis corrida;calcados;4;299,00;site
P10967;12/3/2026;Bermuda tactel;vestuario;5;69,90;site
P10968;21/6/2026;Camiseta básica;vestuario;3;49,90;marketplace
P10969;2026-03-03;Camiseta básica;vestuario;3;R$ 49,90;loja
P10970;2026-01-14;Camiseta básica;vestuario;3;49,90;loja
P10971;2026-03-14;Meia kit 3;vestuario;5;24.50;marketplace
P10972;03-02-26;ÓCULOS DE SOL;acessorios;3;149.00;marketplace
P10973;6/2/2026;Meia kit 3;vestuario;1;24.50;loja
P10974;2026-03-04;TÊNIS CORRIDA;calcados;4;299.00;site
P10975;13/5/2026;Meia kit 3;vestuario;3;24.50;marketplace
P10976;2026-05-14;Mochila urbana;  acessorios ;2;R$ 189,00;loja
P10977;15/5/2026;Bermuda tactel;VESTUARIO;1;69,90;site
P10978;2026-03-07;Tênis corrida;calcados;2;R$ 299,00;loja
P10979;09/06/2026;Boné aba reta;  acessorios ;4;59,90;loja
P10980;2026-03-20;Chinelo slide;calcados;4;39.90;marketplace
P10981;2026-05-27;Meia kit 3;vestuario;3;24,50;marketplace
P10982;2026-06-17;Mochila urbana;acessorios;3;R$ 189,00;loja
P10983;2026-03-22;Óculos de sol;acessorios;4;149.00;loja
P10984;2/5/2026;Calça jeans;vestuario;3;129.90;marketplace
P10985;7/5/2026;Boné aba reta;ACESSORIOS;5;59,90;marketplace
P10986;15/4/2026;Calça jeans;vestuario;2;129.90;loja
P10987;4/5/2026;Chinelo slide;CALCADOS;4;39,90;site
P10988;18/05/2026;Tênis corrida;calcados;3;299.00;site
P10989;20/02/2026;Meia kit 3;vestuario;1;24,50;site
P10990;2026-03-23;Jaqueta corta-vento;vestuario;5;219.90;marketplace
P10991;21/5/2026;Jaqueta corta-vento;vestuario;1;219,90;loja
P10992;19-05-26;Jaqueta corta-vento;vestuario;5;219.90;marketplace
P10993;2026-06-19;TÊNIS CORRIDA;calcados;3;299,00;site
P10994;24/01/2026;Bermuda tactel;vestuario;1;69,90;site
P10995;03-02-26;Chinelo slide;calcados;1;39,90;site
P10996;18/5/2026;Camiseta básica;vestuario;3;49,90;site
P10997;2026-05-27;Chinelo slide;calcados;2;39,90;marketplace
P10998;2026-06-26;Boné aba reta;acessorios;4;59,90;site
P10999;2026-03-24;Camiseta básica;VESTUARIO;4;49,90;site
P11000;12/03/2026;Calça jeans;vestuario;2;129.90;loja
P11001;20/4/2026;Bermuda tactel;vestuario;3;69.90;loja
P11002;20/06/2026;Bermuda tactel;VESTUARIO;3;69,90;loja
P11003;19-01-26;Bermuda tactel;VESTUARIO;5;69.90;loja
P11004;15/01/2026;Camiseta básica;VESTUARIO;4;49,90;site
P11005;24/5/2026;Mochila urbana;ACESSORIOS;3;R$ 189,00;loja
P11006;7/3/2026;BERMUDA TACTEL;vestuario;1;69,90;loja
P11007;02/06/2026;Jaqueta corta-vento;VESTUARIO;5;219,90;loja
P11008;20-05-26;Tênis corrida;CALCADOS;4;299,00;site
P11009;2026-02-22;Jaqueta corta-vento;vestuario;2;219,90;loja
P11010;10/03/2026;Jaqueta corta-vento;vestuario;4;R$ 219,90;marketplace
P11011;01-02-26;Mochila urbana;acessorios;5;189.00;loja
P11012;25/02/2026;Chinelo slide
P11013;01/04/2026;MOCHILA URBANA;acessorios;2;189.00;marketplace
P11014;01-02-26;Calça jeans;vestuario;3;129.90;marketplace
P11015;15/3/2026;Chinelo slide;CALCADOS;1;R$ 39,90;site
P11016;12-02-26;Óculos de sol;acessorios;5;R$ 149,00;site
P11017;23/05/2026;Mochila urbana
P11018;22-04-26;Chinelo slide;calcados;1;R$ 39,90;loja
P11019;27-05-26;Chinelo slide;calcados;5;39,90;site
P11020;2026-01-13;Mochila urbana;acessorios;1;R$ 189,00;site
P11021;19-06-26;Calça jeans;vestuario;5;R$ 129,90;loja
P11022;24/4/2026;Boné aba reta;ACESSORIOS;1;59,90;site
P11023;22-03-26;Óculos de sol;ACESSORIOS;4;149.00;loja
P11024;2026-03-23;Meia kit 3;vestuario;3;24,50;marketplace
P11025;17/02/2026;CHINELO SLIDE;  calcados ;5;R$ 39,90;loja
P11026;17/03/2026;Bermuda tactel;  vestuario ;1;69,90;loja
P11027;11/2/2026;Chinelo slide;calcados;2;39.90;loja
P11028;2026-06-20;MOCHILA URBANA;ACESSORIOS;5;189.00;site
P11029;2026-05-22;ÓCULOS DE SOL;acessorios;3;149,00;loja
P11030;15/1/2026;Jaqueta corta-vento;vestuario;2;219,90;site
P11031;2/6/2026;Chinelo slide;calcados;1;R$ 39,90;marketplace
P11032;20/03/2026;Chinelo slide;calcados;2;39,90;site
P11033;05/03/2026;Óculos de sol;acessorios;2;149.00;marketplace
P11034;16/04/2026;Chinelo slide;CALCADOS;4;39.90;site
P11035;07/06/2026;Tênis corrida;calcados;3;299.00;site
P11036;04-06-26;Bermuda tactel;vestuario;1;69.90;marketplace
P11037;2026-06-08;Camiseta básica;VESTUARIO;3;49.90;loja
P11038;4/6/2026;Tênis corrida;calcados;4;299.00;site
P11039;13/5/2026;Boné aba reta;acessorios;1;R$ 59,90;site
P11040;09/02/2026;Meia kit 3;vestuario;2;R$ 24,50;loja
P11041;3/4/2026;Calça jeans;vestuario;5;129.90;site
P11042;21-01-26;Jaqueta corta-vento;  vestuario ;5;R$ 219,90;marketplace
P11043;08-03-26;Camiseta básica;vestuario;5;49,90;site
P11044;2026-06-18;Bermuda tactel;  vestuario ;2;69.90;marketplace
P11045;2026-06-27;Tênis corrida;calcados;1;299,00;loja
P11046;2026-02-22;Bermuda tactel;vestuario;4;R$ 69,90;site
P11047;2026-03-18;Chinelo slide;calcados;3;39,90;loja
P11048;18-05-26;Boné aba reta;acessorios;2;59,90;loja
P11049;28/01/2026;Meia kit 3;VESTUARIO;2;24,50;loja
P11050;2026-04-03;Jaqueta corta-vento;vestuario;2;219.90;site
P11051;01/03/2026;Jaqueta corta-vento
P11052;03-06-26;Meia kit 3;vestuario;2;R$ 24,50;loja
P11053;26/01/2026;BERMUDA TACTEL;vestuario;3;69,90;marketplace
P11054;02-05-26;Jaqueta corta-vento;vestuario;2;219,90;marketplace
P11055;05/02/2026;Jaqueta corta-vento;vestuario;3;219,90;marketplace
P11056;05-05-26;Mochila urbana;acessorios;4;189,00;loja
P11057;11/05/2026;Jaqueta corta-vento;vestuario;1;R$ 219,90;marketplace
P11058;17-03-26;Bermuda tactel;vestuario;3;R$ 69,90;marketplace
P11059;28-02-26;JAQUETA CORTA-VENTO;vestuario;4;R$ 219,90;site
P11060;20/05/2026;Meia kit 3;vestuario;5;R$ 24,50;loja
P11061;25-03-26;Mochila urbana;acessorios;3;189.00;marketplace
P11062;2026-05-03;Boné aba reta;acessorios;4;59,90;loja
P11063;04-04-26;MOCHILA URBANA;acessorios;5;189,00;site
P11064;15-02-26;Calça jeans;vestuario;5;129,90;loja
P11065;21-04-26;Jaqueta corta-vento;  vestuario ;2;219.90;marketplace
P11066;27-06-26;Boné aba reta;  acessorios ;4;59,90;marketplace
P11067;02-01-26;Mochila urbana;ACESSORIOS;2;189.00;site
P11068;2026-04-12;Meia kit 3;vestuario;4;R$ 24,50;site
P11069;20-05-26;Chinelo slide;calcados;3;39,90;site
P11070;24/05/2026;Tênis corrida;calcados;1;299,00;site
P11071;25/3/2026;Calça jeans;vestuario;1;129,90;loja
P11072;28-04-26;Calça jeans;vestuario;2;129.90;loja
P11073;8/1/2026;Mochila urbana;acessorios;1;R$ 189,00;loja
P11074;26/4/2026;Calça jeans;vestuario;1;129,90;site
P11075;10-02-26;Camiseta básica;VESTUARIO;2;49,90;marketplace
P11076;22/06/2026;Chinelo slide
P11077;17-02-26;Chinelo slide;calcados;1;39.90;site
P11078;09-05-26;Meia kit 3;vestuario;4;24,50;site
P11079;11-05-26;Meia kit 3;vestuario;1;R$ 24,50;site
P11080;2026-03-24;Calça jeans;vestuario;3;R$ 129,90;site
P11081;12-04-26;Meia kit 3;vestuario;4;24,50;site
P11082;2026-01-27;Óculos de sol;acessorios;1;149.00;loja
P11083;24-03-26;Óculos de sol;ACESSORIOS;3;149,00;site
P11084;21/02/2026;Óculos de sol;acessorios;4;R$ 149,00;marketplace
P11085;3/3/2026;Jaqueta corta-vento;vestuario;4;219.90;marketplace
P11086;9/4/2026;Tênis corrida;calcados;5;299,00;site
P11087;2026-01-04;Calça jeans;vestuario;2;R$ 129,90;loja
P11088;01/04/2026;Calça jeans;vestuario;5;R$ 129,90;loja
P11089;10-04-26;MEIA KIT 3;vestuario;2;R$ 24,50;marketplace
P11090;12-05-26;Mochila urbana;acessorios;4;189.00;marketplace
P11091;18/2/2026;Mochila urbana;acessorios;4;189,00;site
P11092;2026-04-25;CHINELO SLIDE;calcados;2;39,90;marketplace
P11093;1/5/2026;Bermuda tactel;vestuario;1;69,90;marketplace
P11094;03/02/2026;Bermuda tactel;vestuario;1;69.90;loja
P11095;09/04/2026;Tênis corrida;calcados;4;299.00;loja
P11096;24/02/2026;Meia kit 3;vestuario;3;R$ 24,50;loja
P11097;22/5/2026;JAQUETA CORTA-VENTO;  vestuario ;4;R$ 219,90;marketplace
P11098;19/03/2026;Meia kit 3;vestuario;3;24.50;loja
P11099;2026-02-18;Mochila urbana;acessorios;5;189.00;marketplace
P11100;2026-05-24;Mochila urbana;acessorios;2;189,00;marketplace
P11101;23-03-26;Boné aba reta;acessorios;4;R$ 59,90;site
P11102;10/4/2026;Óculos de sol;ACESSORIOS;5;149,00;site
P11103;2026-02-16;Óculos de sol;ACESSORIOS;3;149.00;site
P11104;27-04-26;Jaqueta corta-vento;vestuario;5;219,90;loja
P11105;28/02/2026;Camiseta básica
P11106;27-06-26;Bermuda tactel;vestuario;5;69,90;loja
P11107;04/05/2026;Bermuda tactel
P10293;11/06/2026;Meia kit 3;VESTUARIO;4;24.50;marketplace
P11108;10/03/2026;Chinelo slide;calcados;5;R$ 39,90;site
P11109;9/5/2026;Chinelo slide;calcados;2;39,90;loja
P11110;12-03-26;Bermuda tactel;vestuario;3;69,90;site
P10879;10-01-26;Calça jeans;vestuario;3;129,90;site
P11111;03-03-26;CALÇA JEANS;  vestuario ;4;129.90;loja
P11112;2026-02-10;Jaqueta corta-vento;vestuario;5;219.90;site
P11113;17/5/2026;Calça jeans;vestuario;3;R$ 129,90;loja
P11114;2026-03-11;Tênis corrida;calcados;2;R$ 299,00;marketplace
P11115;26-06-26;Chinelo slide;calcados;1;39,90;site
P11116;09/02/2026;Boné aba reta;acessorios;2;59.90;marketplace
P11117;23/04/2026;Bermuda tactel;vestuario;3;R$ 69,90;site
P11118;27-06-26;Óculos de sol;acessorios;1;R$ 149,00;marketplace
P11119;2026-01-04;Mochila urbana;acessorios;2;189.00;marketplace
P11120;20-01-26;Camiseta básica;vestuario;5;49,90;marketplace
P11121;13/01/2026;Camiseta básica;vestuario;3;49.90;site
P11122;11-03-26;MEIA KIT 3;vestuario;5;24.50;site
P11123;17/6/2026;Tênis corrida;CALCADOS;4;299.00;site
P11124;15/02/2026;Bermuda tactel;vestuario;2;R$ 69,90;site
P11125;6/1/2026;Mochila urbana;acessorios;2;189,00;loja
P11126;20/2/2026;MEIA KIT 3;vestuario;5;24,50;site
P11127;2026-06-03;Tênis corrida;calcados;4;299,00;marketplace
P11128;18-01-26;Camiseta básica;VESTUARIO;2;49.90;site
P11129;05/04/2026;Meia kit 3
P11130;13/04/2026;Jaqueta corta-vento;vestuario;5;R$ 219,90;marketplace
P11131;08/04/2026;Mochila urbana;acessorios;2;R$ 189,00;site
P11132;27/2/2026;Bermuda tactel;  vestuario ;4;R$ 69,90;loja
P11133;2026-02-12;Calça jeans;  vestuario ;3;R$ 129,90;loja
P11134;23/04/2026;BONÉ ABA RETA;acessorios;2;59,90;marketplace
P11135;2026-01-08;Chinelo slide;calcados;2;39.90;marketplace
P11136;06/01/2026;Chinelo slide;  calcados ;5;R$ 39,90;site
P11137;11/01/2026;Camiseta básica;vestuario;2;49,90;site
P11138;09-02-26;Chinelo slide;calcados;2;39,90;marketplace
P11139;21/05/2026;Jaqueta corta-vento;vestuario;5;219.90;loja
P11140;9/2/2026;Tênis corrida;calcados;4;299,00;marketplace
P11141;08-01-26;Calça jeans;vestuario;1;129.90;site
P11142;28/5/2026;Boné aba reta;acessorios;3;R$ 59,90;marketplace
P11143;03/04/2026;Calça jeans;VESTUARIO;2;R$ 129,90;marketplace
P11144;20/02/2026;Meia kit 3;VESTUARIO;3;R$ 24,50;site
P11145;10/04/2026;Mochila urbana;acessorios;5;189.00;marketplace
P11146;17/06/2026;Calça jeans;vestuario;4;129.90;marketplace
P11147;19-05-26;Boné aba reta;acessorios;3;59,90;marketplace
P11148;08-05-26;Tênis corrida;calcados;5;299,00;site
P11149;19/2/2026;Mochila urbana;acessorios;3;R$ 189,00;loja
P11150;03-06-26;CALÇA JEANS;vestuario;2;R$ 129,90;marketplace
P11151;2026-03-05;Camiseta básica;VESTUARIO;1;49.90;marketplace
P11152;12/06/2026;Camiseta básica;  vestuario ;5;49.90;marketplace
P11153;6/6/2026;Camiseta básica;vestuario;1;49.90;marketplace
P11154;6/3/2026;MEIA KIT 3;vestuario;1;24,50;site
P11155;25/04/2026;Meia kit 3;vestuario;3;24,50;loja
P11156;18/2/2026;Calça jeans;vestuario;2;129,90;loja
P11157;13/6/2026;CHINELO SLIDE;calcados;5;39.90;site
P11158;2026-02-22;Jaqueta corta-vento;vestuario;1;R$ 219,90;site
P11159;08/04/2026;CAMISETA BÁSICA;vestuario;3;49.90;marketplace
P11160;22/3/2026;Camiseta básica;vestuario;4;R$ 49,90;site
P11161;2026-01-04;Chinelo slide;calcados;2;39.90;marketplace
P11162;24/2/2026;Óculos de sol;acessorios;3;149.00;site
P11163;2026-02-05;Camiseta básica;vestuario;5;R$ 49,90;marketplace
P11164;8/4/2026;MEIA KIT 3;vestuario;3;24.50;site
P11165;1/5/2026;Calça jeans;  vestuario ;1;R$ 129,90;site
P11166;27/6/2026;Jaqueta corta-vento;vestuario;2;219,90;site
P11167;19/5/2026;Óculos de sol;acessorios;1;149,00;site
P11168;2026-05-04;Bermuda tactel;  vestuario ;2;R$ 69,90;marketplace
P11169;21/04/2026;CHINELO SLIDE;CALCADOS;3;R$ 39,90;marketplace
P11170;5/2/2026;Calça jeans;vestuario;4;R$ 129,90;marketplace
P11171;2026-06-24;Camiseta básica;vestuario;3;49.90;loja
P11172;01-02-26;Tênis corrida;calcados;5;299,00;marketplace
P11173;27/04/2026;Tênis corrida;CALCADOS;2;299,00;site
P11174;17/01/2026;Meia kit 3;  vestuario ;5;24,50;marketplace
P11175;02/01/2026;Meia kit 3;vestuario;5;24,50;site
P11176;18/02/2026;Óculos de sol;acessorios;1;149,00;site
P11177;02-03-26;Jaqueta corta-vento;vestuario;3;219,90;loja
P11178;16/05/2026;Jaqueta corta-vento;vestuario;5;219,90;marketplace
P11179;2026-03-27;Mochila urbana;acessorios;2;189.00;site
P11180;2/4/2026;Bermuda tactel;vestuario;2;69,90;site
P11181;17/1/2026;Meia kit 3;vestuario;5;24,50;marketplace
